Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5501,Momotarou Dentetsu 20-Shuunen,DS,2008.0,Misc,Hudson Soft,0.0,0.0,0.32,0.0,0.32
5502,LEGO Marvel's Avengers,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,0.03,0.32
5503,Tekken 6,PSP,2009.0,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.03,0.32
5504,Kinetica,PS2,2001.0,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32
5505,Beautiful Katamari,X360,2007.0,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32
5506,Bust-A-Move '99,PS,1997.0,Puzzle,Acclaim Entertainment,0.18,0.12,0.0,0.02,0.32
5507,NBA Street V3,XB,2005.0,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32
5508,Overlord II,PS3,2009.0,Action,Codemasters,0.11,0.15,0.0,0.06,0.32
5509,Dragon Quest Monsters 1·2,PS,2002.0,Role-Playing,Enix Corporation,0.0,0.0,0.3,0.02,0.32
5510,Army of Two: The 40th Day,PSP,2010.0,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32
5511,Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010.0,Platform,D3Publisher,0.22,0.08,0.0,0.03,0.32
5512,Bigfoot: Collision Course,Wii,2008.0,Racing,Zoo Digital Publishing,0.3,0.0,0.0,0.02,0.32
5513,Batman: Arkham Asylum,PC,2009.0,Action,Eidos Interactive,0.0,0.27,0.0,0.05,0.32
5514,Crash of the Titans,X360,2007.0,Action,Vivendi Games,0.27,0.02,0.0,0.03,0.32
5515,The Legend of Spyro: Dawn of the Dragon,X360,2008.0,Platform,Vivendi Games,0.16,0.13,0.0,0.03,0.32
5516,Prey,X360,2006.0,Shooter,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32
5517,Birthday Party Bash,Wii,2009.0,Misc,Take-Two Interactive,0.3,0.0,0.0,0.02,0.32
5518,OverBlood,PS,1996.0,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32
5519,ESPN X-Games Pro Boarder,PS,1997.0,Sports,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32
5520,Murdered: Soul Suspect,PS4,2014.0,Action,Square Enix,0.09,0.16,0.02,0.05,0.32
5521,Tony Hawk's American Wasteland,X360,2005.0,Sports,Activision,0.28,0.02,0.0,0.03,0.32
5522,Harvest Moon: Back to Nature,PS,1999.0,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32
5523,Sniper Elite 3,X360,2014.0,Shooter,505 Games,0.16,0.14,0.0,0.03,0.32
5524,Naruto: Ultimate Ninja (JP sales),PS2,2003.0,Fighting,Atari,0.0,0.0,0.32,0.0,0.32
5525,The Settlers 7: Paths to a Kingdom,PC,2010.0,Strategy,Ubisoft,0.0,0.26,0.0,0.06,0.32
5526,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008.0,Action,Take-Two Interactive,0.16,0.12,0.0,0.04,0.32
5527,TrackMania Turbo,PS4,2016.0,Action,Ubisoft,0.03,0.24,0.0,0.05,0.32
5528,The Biggest Loser,DS,2009.0,Sports,THQ,0.18,0.11,0.0,0.03,0.32
5529,Minute to Win It,X360,2011.0,Misc,Zoo Games,0.3,0.0,0.0,0.02,0.32
5530,Darkwatch,PS2,2005.0,Shooter,Ubisoft,0.16,0.12,0.0,0.04,0.32
5531,Dance Dance Revolution Universe,X360,2007.0,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32
5532,SimAnimals,Wii,2009.0,Simulation,Electronic Arts,0.15,0.14,0.0,0.03,0.32
5533,Prince of Persia: The Sands of Time,GC,2003.0,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32
5534,Sky Odyssey,PS2,2000.0,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32
5535,Nagano Winter Olympics 98,N64,1997.0,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0.0,0.32
5536,Rayman 2: The Great Escape,PS,2000.0,Platform,Ubisoft,0.18,0.12,0.0,0.02,0.32
5537,Kirby's Block Ball,GB,1995.0,Puzzle,Nintendo,0.0,0.0,0.32,0.0,0.32
5538,DiRT Rally,PS4,2016.0,Racing,Codemasters,0.03,0.24,0.0,0.05,0.32
5539,Fortress,GBA,2001.0,Action,Majesco Entertainment,0.23,0.08,0.0,0.01,0.32
5540,FIFA 2001 Major League Soccer,PS,2000.0,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32
5541,Peppa Pig: Theme Park Fun,DS,2011.0,Misc,P2 Games,0.0,0.28,0.0,0.04,0.32
5542,Rally Cross,PS,1997.0,Racing,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32
5543,My Horse & Me,Wii,2007.0,Sports,Atari,0.27,0.02,0.0,0.03,0.32
5544,Frogger's Adventures: The Rescue,PS2,2003.0,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32
5545,Extreme Pinball,PS,1995.0,Misc,Electronic Arts,0.18,0.12,0.0,0.02,0.32
5546,Shaun White Snowboarding,PSP,2008.0,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32
5547,Karaoke Revolution Volume 3,PS2,2004.0,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32
5548,Gold's Gym: Cardio Workout (Others sales),Wii,2008.0,Sports,Ubisoft,0.0,0.3,0.0,0.02,0.32
5549,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001.0,Simulation,ASCII Entertainment,0.0,0.0,0.32,0.0,0.32
5550,Street Fighter Alpha 2,SAT,1995.0,Fighting,Virgin Interactive,0.0,0.0,0.32,0.0,0.32
5551,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.3,0.02,0.32
5552,Ultimate Fighting Championship: Throwdown,PS2,2002.0,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32
5553,Marvel Nemesis: Rise of the Imperfects,PSP,2005.0,Fighting,Electronic Arts,0.29,0.0,0.0,0.03,0.32
5554,SpongeBob SquarePants: Double Pack,GBA,2005.0,Platform,THQ,0.23,0.08,0.0,0.01,0.32
5555,Tetris 2 + Bombliss,NES,1991.0,Puzzle,BPS,0.0,0.0,0.32,0.0,0.32
5556,Harry Potter and the Half-Blood Prince,X360,2009.0,Action,Electronic Arts,0.17,0.12,0.0,0.03,0.32
5557,Disney's Extreme Skate Adventure,PS2,2003.0,Sports,Activision,0.16,0.12,0.0,0.04,0.32
5558,Rock Band Country Track Pack,PS2,2009.0,Misc,MTV Games,0.16,0.12,0.0,0.04,0.32
5559,7 Wonders II,DS,2009.0,Puzzle,Rondomedia,0.14,0.15,0.0,0.03,0.32
5560,"Ed, Edd n Eddy: Jawbreakers!",GBA,2002.0,Adventure,BAM! Entertainment,0.23,0.08,0.0,0.01,0.32
5561,Frankenstein's Monster,2600,1982.0,Action,Data Age,0.3,0.02,0.0,0.0,0.32
5562,Riven: The Sequel to Myst,PS,1997.0,Adventure,Acclaim Entertainment,0.18,0.12,0.0,0.02,0.32
5563,Derby Stallion DS,DS,2008.0,Sports,Enterbrain,0.0,0.0,0.32,0.0,0.32
5564,Mirror's Edge Catalyst,PS4,2016.0,Platform,Electronic Arts,0.1,0.14,0.02,0.06,0.32
5565,Manhunt 2,PSP,2007.0,Action,Take-Two Interactive,0.04,0.18,0.0,0.1,0.32
5566,NBA 2K3,XB,2002.0,Sports,Sega,0.24,0.07,0.0,0.01,0.32
5567,Monster Lab,Wii,2008.0,Role-Playing,Eidos Interactive,0.28,0.02,0.0,0.02,0.32
5568,Dragon Quest Monsters: Battle Road Victory,Wii,2010.0,Strategy,Square Enix,0.0,0.0,0.32,0.0,0.32
5569,Shin Momotarou Densetsu,SNES,1993.0,Role-Playing,Hudson Soft,0.0,0.0,0.32,0.0,0.32
5570,From TV Animation One Piece: Grand Battle! 3,PS2,2003.0,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32
5571,Sega Smash Pack,GBA,2002.0,Misc,Atari,0.23,0.08,0.0,0.01,0.32
5572,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997.0,Simulation,Human Entertainment,0.0,0.0,0.3,0.02,0.32
5573,Shin Super Robot Taisen Special Disk,PS,1997.0,Strategy,Banpresto,0.0,0.0,0.3,0.02,0.32
5574,Live A Live,SNES,1994.0,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32
5575,NFL Fever 2004,XB,2003.0,Sports,Microsoft Game Studios,0.24,0.07,0.0,0.01,0.32
5576,Madden NFL 2002,GBA,2001.0,Sports,Electronic Arts,0.23,0.08,0.0,0.01,0.32
5577,UEFA Euro 2008 Austria-Switzerland,PS2,2008.0,Sports,Electronic Arts,0.03,0.0,0.0,0.28,0.32
5578,Clive Barker's Jericho,X360,2007.0,Shooter,Codemasters,0.28,0.01,0.0,0.02,0.32
5579,Littlest Pet Shop: City Friends,DS,2009.0,Simulation,Electronic Arts,0.29,0.0,0.0,0.02,0.32
5580,Kingdom Under Fire: The Crusaders,XB,2004.0,Strategy,Deep Silver,0.24,0.07,0.0,0.01,0.32
5581,4x4 Evolution,PS2,2001.0,Racing,Gathering of Developers,0.16,0.12,0.0,0.04,0.32
5582,Cabela's Dangerous Hunts 2011,X360,2010.0,Sports,Activision,0.28,0.01,0.0,0.02,0.32
5583,Momotarou Dentetsu Happy,SNES,1996.0,Misc,Hudson Soft,0.0,0.0,0.32,0.0,0.32
5584,Power Rangers: Time Force,PS,2001.0,Action,THQ,0.18,0.12,0.0,0.02,0.32
5585,Romance of the Three Kingdoms VII,PS2,2000.0,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32
5586,Shrek the Third,PSP,2007.0,Action,Activision,0.08,0.15,0.0,0.09,0.32
5587,Catherine,X360,2011.0,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.32
5588,BlazBlue: Continuum Shift,X360,2010.0,Fighting,PQube,0.23,0.04,0.02,0.02,0.32
5589,"Monsters, Inc.",PS2,2002.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32
5590,DJ Hero,PS2,2009.0,Misc,Activision,0.1,0.02,0.0,0.2,0.32
5591,WipEout Pulse,PSP,2007.0,Racing,Sony Computer Entertainment,0.13,0.12,0.0,0.06,0.32
5592,Quiz Magic Academy DS,DS,2008.0,Misc,Konami Digital Entertainment,0.0,0.0,0.32,0.0,0.32
5593,Just Dance 2016,XOne,2015.0,Misc,Ubisoft,0.24,0.04,0.0,0.03,0.32
5594,Resident Evil Archives: Resident Evil,Wii,2008.0,Action,Capcom,0.17,0.04,0.08,0.02,0.32
5595,Dynasty Warriors 4 Empires,PS2,2004.0,Action,Tecmo Koei,0.0,0.0,0.32,0.0,0.32
5596,Shenmue II,XB,2002.0,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32
5597,Heart of Darkness,PS,1998.0,Platform,Ocean,0.18,0.12,0.0,0.02,0.32
5598,LEGO Marvel's Avengers,PS3,2016.0,Action,Warner Bros. Interactive Entertainment,0.1,0.17,0.0,0.05,0.32
5599,Virtua Striker 2,DC,1999.0,Sports,Sega,0.0,0.0,0.32,0.0,0.32
5600,Fable III,PC,2011.0,Role-Playing,Microsoft Game Studios,0.09,0.17,0.0,0.05,0.32
5601,Dragon Ball: XenoVerse,XOne,2015.0,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.31
5602,Might & Magic Heroes VI,PC,2011.0,Role-Playing,Ubisoft,0.12,0.14,0.0,0.05,0.31
5603,Fuel,X360,2009.0,Racing,Codemasters,0.09,0.19,0.0,0.04,0.31
5604,ExerBeat,Wii,2010.0,Sports,Namco Bandai Games,0.1,0.18,0.0,0.03,0.31
5605,WarCraft II: The Dark Saga,PS,1997.0,Strategy,Electronic Arts,0.18,0.12,0.0,0.02,0.31
5606,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011.0,Role-Playing,Capcom,0.0,0.0,0.31,0.0,0.31
5607,Crash Nitro Kart,XB,2003.0,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31
5608,Sesame Street: Cookie's Counting Carnival,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.29,0.0,0.0,0.02,0.31
5609,NBA ShootOut,PS,1995.0,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
5610,Fishing Master,Wii,2007.0,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31
5611,Phineas and Ferb Ride Again,DS,2010.0,Action,Disney Interactive Studios,0.25,0.04,0.0,0.02,0.31
5612,Jikkyou Powerful Pro Yakyuu 14,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
5613,Contra 4,DS,2007.0,Shooter,Konami Digital Entertainment,0.28,0.0,0.01,0.02,0.31
5614,Madden NFL 2004,GBA,2003.0,Sports,Electronic Arts,0.22,0.08,0.0,0.01,0.31
5615,Sniper Elite 3,PS3,2014.0,Shooter,505 Games,0.1,0.15,0.0,0.06,0.31
5616,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995.0,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
5617,Bust-A-Move Universe,3DS,2011.0,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31
5618,Mario Golf,GB,1999.0,Action,Nintendo,0.0,0.0,0.31,0.0,0.31
5619,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
5620,Sesame Street: Elmo's Letter Adventure,PS,1998.0,Misc,NewKidCo,0.17,0.12,0.0,0.02,0.31
5621,The Incredible Hulk,Wii,2008.0,Action,Sega,0.28,0.01,0.0,0.02,0.31
5622,Namco Museum: Virtual Arcade,X360,2008.0,Misc,Atari,0.27,0.01,0.01,0.02,0.31
5623,NBA Inside Drive 2003,XB,2002.0,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31
5624,FIFA Street,PS2,2005.0,Sports,Electronic Arts,0.15,0.12,0.0,0.04,0.31
5625,Barbie as The Island Princess,DS,2007.0,Adventure,Activision,0.28,0.01,0.0,0.02,0.31
5626,Star Wars Episode III: Revenge of the Sith,DS,2005.0,Action,Ubisoft,0.25,0.03,0.0,0.03,0.31
5627,Hatsune Miku: Project Mirai DX,3DS,2015.0,Misc,Sega,0.15,0.04,0.1,0.02,0.31
5628,Dragon Ball Heroes: Ultimate Mission 2,3DS,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
5629,Shrek: Forever After,DS,2010.0,Platform,Activision,0.19,0.1,0.0,0.03,0.31
5630,MLB 07: The Show,PS3,2007.0,Sports,Sony Computer Entertainment,0.29,0.0,0.0,0.02,0.31
5631,Homefront: The Revolution,PS4,2016.0,Shooter,Deep Silver,0.05,0.19,0.03,0.04,0.31
5632,Jampack: Summer 2003 (RP-M),PS2,2003.0,Misc,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
5633,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996.0,Adventure,Infogrames,0.17,0.12,0.0,0.02,0.31
5634,Yu-Gi-Oh! The Dawn of Destiny,XB,2004.0,Strategy,Konami Digital Entertainment,0.23,0.07,0.0,0.01,0.31
5635,The Matrix: Path of Neo,XB,2005.0,Action,Atari,0.23,0.07,0.0,0.01,0.31
5636,Mortal Kombat: Shaolin Monks,XB,2005.0,Action,Midway Games,0.23,0.07,0.0,0.01,0.31
5637,Happy Feet,DS,2006.0,Action,Midway Games,0.27,0.01,0.0,0.02,0.31
5638,Einhänder,PS,1997.0,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31
5639,Tiny Toon Adventures: The Great Beanstalk,PS,1998.0,Misc,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
5640,Foto Frenzy: Spot The Diffrence,DS,2009.0,Puzzle,Storm City Games,0.29,0.0,0.0,0.02,0.31
5641,Metro: Last Light,XOne,2014.0,Action,Deep Silver,0.15,0.13,0.0,0.03,0.31
5642,Dark Void,X360,2010.0,Action,Capcom,0.19,0.09,0.0,0.03,0.31
5643,Pro Evolution Soccer 2013,X360,2012.0,Sports,Konami Digital Entertainment,0.08,0.2,0.0,0.03,0.31
5644,Armored Core: Silent Line,PS2,2003.0,Simulation,Agetec,0.07,0.06,0.16,0.02,0.31
5645,SD Gundam G Generation Wars,PS2,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
5646,Dr. Seuss: How the Grinch Stole Christmas,DS,2007.0,Action,CokeM Interactive,0.29,0.0,0.0,0.02,0.31
5647,Panzer Dragoon II Zwei,SAT,1995.0,Shooter,Sega,0.0,0.0,0.31,0.0,0.31
5648,KISS Pinball,PS,2001.0,Action,Take-Two Interactive,0.17,0.12,0.0,0.02,0.31
5649,Brothers In Arms: Earned in Blood,XB,2005.0,Shooter,Ubisoft,0.23,0.07,0.0,0.01,0.31
5650,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,2005.0,Action,THQ,0.22,0.08,0.0,0.01,0.31
5651,Super Robot Taisen Complete Box,PS,1999.0,Strategy,Banpresto,0.0,0.0,0.29,0.02,0.31
5652,Mega Man Maverick Hunter X,PSP,2005.0,Platform,Capcom,0.27,0.01,0.0,0.03,0.31
5653,Cabela's Outdoor Adventures (2009),Wii,2009.0,Sports,Activision Value,0.29,0.0,0.0,0.02,0.31
5654,Lord of Arcana,PSP,2010.0,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.31
5655,Jikkyou Powerful Pro Yakyuu 4,N64,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.05,0.31
5656,Goemon's Great Adventure,N64,1998.0,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31
5657,Hot Wheels Turbo Racing,N64,1999.0,Racing,Electronic Arts,0.25,0.06,0.0,0.0,0.31
5658,Vigilante 8,N64,1998.0,Racing,Activision,0.25,0.06,0.0,0.0,0.31
5659,Bass Hunter 64,N64,1999.0,Sports,Take-Two Interactive,0.25,0.06,0.0,0.0,0.31
5660,Doubutsu no Mori,N64,2001.0,Simulation,Nintendo,0.0,0.0,0.26,0.05,0.31
5661,Football Manager 2016,PC,2015.0,Simulation,Sega,0.0,0.29,0.0,0.02,0.31
5662,Naruto: Ninja Destiny (US sales),DS,2006.0,Fighting,Namco Bandai Games,0.31,0.0,0.0,0.0,0.31
5663,TRON: Evolution,X360,2010.0,Action,Disney Interactive Studios,0.24,0.05,0.0,0.02,0.31
5664,Disney Infinity 3.0,XOne,2015.0,Action,Disney Interactive Studios,0.18,0.1,0.0,0.03,0.31
5665,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
5666,Calvin Tucker's Redneck Jamboree,Wii,2008.0,Misc,Zoo Games,0.29,0.0,0.0,0.02,0.31
5667,MySims SkyHeroes,Wii,2010.0,Action,Electronic Arts,0.18,0.1,0.0,0.03,0.31
5668,J-League Winning Eleven 2007: Club Championship,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
5669,Shrek's Carnival Craze Party Games,Wii,2008.0,Misc,Activision,0.28,0.0,0.0,0.02,0.31
5670,Harvest Moon: Magical Melody,Wii,2008.0,Simulation,Rising Star Games,0.25,0.04,0.0,0.03,0.31
5671,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,2010.0,Strategy,Konami Digital Entertainment,0.18,0.02,0.09,0.02,0.31
5672,Mega Man Battle Network 2,GBA,2002.0,Action,Ubisoft,0.22,0.08,0.0,0.01,0.31
5673,Little King's Story,Wii,2009.0,Strategy,Rising Star Games,0.15,0.11,0.02,0.02,0.31
5674,Mountain King,2600,1982.0,Action,CBS Electronics,0.29,0.02,0.0,0.0,0.31
5675,Jampack Volume 12,PS2,2005.0,Misc,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
5676,Madagascar,DS,2005.0,Platform,Activision,0.25,0.04,0.0,0.03,0.31
5677,Tiger Woods PGA Tour 06,X360,2005.0,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31
5678,Shaun White Snowboarding,PS2,2008.0,Sports,Ubisoft,0.15,0.12,0.0,0.04,0.31
5679,Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997.0,Role-Playing,Atlus,0.0,0.0,0.31,0.0,0.31
5680,Major League Baseball 2K8,PS3,2008.0,Sports,Bethesda Softworks,0.28,0.0,0.0,0.02,0.31
5681,Rapala Pro Bass Fishing 2010,Wii,2010.0,Sports,Activision,0.23,0.05,0.0,0.02,0.31
5682,Lord of the Rings: Battle for Middle-Earth,X360,2006.0,Strategy,Electronic Arts,0.28,0.0,0.0,0.02,0.31
5683,Demolition Racer,PS,1998.0,Racing,Infogrames,0.17,0.12,0.0,0.02,0.31
5684,Midway Arcade Treasures 2,XB,2004.0,Misc,Midway Games,0.24,0.05,0.0,0.01,0.31
5685,Final Fantasy IV,PS,1997.0,Simulation,SquareSoft,0.0,0.0,0.29,0.02,0.31
5686,Math Play,DS,2006.0,Puzzle,Ubisoft,0.28,0.0,0.0,0.02,0.31
5687,Kingdoms of Amalur: Reckoning,PC,2012.0,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.04,0.31
5688,NASCAR Thunder 2003,GC,2002.0,Racing,Electronic Arts,0.24,0.06,0.0,0.01,0.31
5689,SD Gundam G Generation: Overworld,PSP,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
5690,Sorcery,PS3,2012.0,Action,Sony Computer Entertainment,0.14,0.12,0.0,0.05,0.31
5691,TouchMaster: Connect,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,0.11,0.17,0.0,0.03,0.31
5692,NHL FaceOff 2000,PS,1998.0,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
5693,Star Wars Racer Revenge,PS2,2002.0,Racing,LucasArts,0.15,0.12,0.0,0.04,0.31
5694,NBA Live 08,PSP,2007.0,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31
5695,The King of Fighters XIII,PS3,2011.0,Fighting,Rising Star Games,0.17,0.07,0.04,0.03,0.31
5696,NCAA Final Four 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
5697,South Park: Chef's Luv Shack,PS,1998.0,Misc,Acclaim Entertainment,0.17,0.12,0.0,0.02,0.31
5698,Music Maker,PS2,2001.0,Misc,Magix,0.15,0.12,0.0,0.04,0.31
5699,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993.0,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
5700,Astroblast,2600,1981.0,Action,Mattel Interactive,0.29,0.02,0.0,0.0,0.31
5701,Blade II,PS2,2002.0,Action,Activision,0.15,0.12,0.0,0.04,0.31
5702,40 Winks,PS,1999.0,Platform,GT Interactive,0.17,0.12,0.0,0.02,0.31
5703,The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,0.31
5704,Fate/Extra,PSP,2010.0,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.02,0.31
5705,Shaun White Snowboarding: World Stage,Wii,2009.0,Sports,Ubisoft,0.25,0.04,0.0,0.02,0.31
5706,My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,2009.0,Misc,Mentor Interactive,0.29,0.0,0.0,0.02,0.31
5707,Skylanders SWAP Force,XOne,2013.0,Platform,Activision,0.22,0.06,0.0,0.02,0.31
5708,A Collection of Classic Games from the Intellivision,PS,1999.0,Misc,Activision,0.17,0.12,0.0,0.02,0.31
5709,Monsters vs. Aliens,PS3,2009.0,Action,Activision,0.21,0.06,0.0,0.03,0.31
5710,Silent Hill: Shattered Memories,PSP,2010.0,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.08,0.31
5711,Bruce Lee: Quest of the Dragon,XB,2002.0,Fighting,Universal Interactive,0.23,0.07,0.0,0.01,0.31
5712,Spin Jam,PS,2000.0,Puzzle,Empire Interactive,0.17,0.12,0.0,0.02,0.31
5713,KuruKuru Kururin,GBA,2001.0,Puzzle,Nintendo,0.0,0.0,0.3,0.01,0.31
5714,Disney's The Emperor's New Groove,PS,2000.0,Platform,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
5715,Disney's Stitch: Experiment 626,PS2,2002.0,Action,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
5716,RPG Tsukuru 2,SNES,1996.0,Role-Playing,ASCII Entertainment,0.0,0.0,0.31,0.0,0.31
5717,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994.0,Fighting,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
5718,Orphen: Scion of Sorcery,PS2,2000.0,Role-Playing,Activision,0.15,0.12,0.0,0.04,0.31
5719,LEGO Legends of Chima: Laval's Journey,3DS,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31
5720,Imagine: Family Doctor,DS,2009.0,Simulation,Ubisoft,0.28,0.01,0.0,0.02,0.3
5721,Magna Carta 2,X360,2009.0,Role-Playing,Banpresto,0.13,0.08,0.07,0.02,0.3
5722,Ultimate Spider-Man,GBA,2005.0,Action,Activision,0.22,0.08,0.0,0.01,0.3
5723,Nicktoons: Battle for Volcano Island,DS,2006.0,Action,THQ,0.28,0.0,0.0,0.02,0.3
5724,Midtown Madness 3,XB,2003.0,Racing,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.3
5725,Shrek Swamp Kart Speedway,GBA,2002.0,Racing,TDK Mediactive,0.22,0.08,0.0,0.01,0.3
5726,One Piece: Unlimited World Red,PS3,2014.0,Action,Namco Bandai Games,0.09,0.12,0.06,0.05,0.3
5727,Alien: Isolation,X360,2014.0,Shooter,Sega,0.15,0.13,0.0,0.03,0.3
5728,Gameboy Gallery,GB,1995.0,Misc,Nintendo,0.0,0.0,0.3,0.0,0.3
5729,Virtua Cop 2,SAT,1996.0,Shooter,Sega,0.0,0.0,0.3,0.0,0.3
5730,Ehrgeiz,PS,1998.0,Fighting,SquareSoft,0.17,0.12,0.0,0.02,0.3
5731,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005.0,Misc,Sega,0.0,0.0,0.3,0.0,0.3
5732,Karaoke Revolution Glee: Volume 3,Wii,2011.0,Misc,Konami Digital Entertainment,0.24,0.04,0.0,0.02,0.3
5733,Spyro: Attack of the Rhynocs,GBA,2003.0,Platform,Universal Interactive,0.22,0.08,0.0,0.01,0.3
5734,"Army Men World War: Land, Sea, Air",PS,2000.0,Action,3DO,0.17,0.12,0.0,0.02,0.3
5735,Dai-2-Ji Super Robot Taisen OG,PS3,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3
5736,Stranglehold,PS3,2007.0,Shooter,Midway Games,0.24,0.03,0.0,0.03,0.3
5737,Trauma Center: New Blood,Wii,2007.0,Simulation,Nintendo,0.22,0.04,0.01,0.03,0.3
5738,Lumines ll,PSP,2006.0,Puzzle,Disney Interactive Studios,0.12,0.12,0.0,0.07,0.3
5739,NES Remix,WiiU,2014.0,Action,Nintendo,0.2,0.0,0.08,0.02,0.3
5740,1701 A.D.,PC,2006.0,Simulation,Deep Silver,0.0,0.25,0.0,0.05,0.3
